school_id,name,boards,number_of_boards,state,district,pincode,country,udise_plus_id,udise_code_masked,staffroom_url
sr10155,PM SHRI KENDRIYA VIDYALAYA,CBSE,1,KARNATAKA,BENGALURU URBAN,560055,India,5503892,******03905,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya~sr10155
sr10392,Oakridge International School,Cambridge + IB,2,ANDHRA PRADESH,VIZIANAGARAM,531162,India,4661279,******00404,https://www.thestaffroom.in/school/oakridge-international-school~sr10392
sr10720,DAS UNIVERSAL ACADEMY,CBSE,1,UTTAR PRADESH,GHAZIABAD,201102,India,1979447,******06205,https://www.thestaffroom.in/school/das-universal-academy~sr10720
sr11035,R R N DAV PUBLIC SCHOOL,CBSE,1,HARYANA,REWARI,123302,India,1510552,******02921,https://www.thestaffroom.in/school/r-r-n-dav-public-school~sr11035
sr11064,ARVIND INTERNATIONAL RESIDENTIAL SCHOOL,CBSE + ICSE,2,KARNATAKA,TUMAKURU,572130,India,5526505,******25403,https://www.thestaffroom.in/school/arvind-international-residential-school~sr11064
sr11231,ONE WORLD INTERNATIONAL SCHOOL,CBSE + IB,2,KARNATAKA,BENGALURU URBAN,562125,India,,,https://www.thestaffroom.in/school/one-world-international-school~sr11231
sr11392,AIR FORCE SCHOOL,CBSE,1,KARNATAKA,BENGALURU URBAN,560013,India,5510562,******12208,https://www.thestaffroom.in/school/air-force-school~sr11392
sr11612,HARSHA INTERNATIONAL PUBLIC SCHOOL,CBSE,1,KARNATAKA,BENGALURU URBAN,562123,India,5522087,******24801,https://www.thestaffroom.in/school/harsha-international-public-school~sr11612
sr11622,EKYA SCHOOL,CBSE,1,KARNATAKA,BENGALURU URBAN,560037,India,5524880,******11772,https://www.thestaffroom.in/school/ekya-school~sr11622
sr11869,BHARATIYA VIDYA BHAVAN - BBMP PUBLIC SCHOOL,CBSE,1,KARNATAKA,BENGALURU URBAN,560021,India,5503611,******04103,https://www.thestaffroom.in/school/bharatiya-vidya-bhavan-bbmp-public-school~sr11869
sr12057,EURO SCHOOL,CBSE,1,TELANGANA,HYDERABAD,500032,India,5401885,******02011,https://www.thestaffroom.in/school/euro-school~sr12057
sr12142,MAHAVIR JAIN NATIONAL SCHOOL,CBSE,1,MADHYA PRADESH,RATLAM,457226,India,,,https://www.thestaffroom.in/school/mahavir-jain-national-school~sr12142
sr12892,Gitanjali School,ICSE + Cambridge,2,Telangana,Hyderabad,500016,India,5432175,******92236,https://www.thestaffroom.in/school/gitanjali-school~sr12892
sr12899,DASHMESH PUB SCHOOL,CBSE,1,DELHI,EAST DELHI,110096,India,1604850,******23810,https://www.thestaffroom.in/school/dashmesh-pub-school~sr12899
sr13435,The New Cambridge English School,ICSE,1,Karnataka,BENGALURU,560104,India,,,https://www.thestaffroom.in/school/the-new-cambridge-english-school~sr13435
sr13477,PODAR INTERNATIONAL SCHOOL,CBSE + Cambridge,2,MAHARASHTRA,MUMBAI,400076,India,4530961,******00278,https://www.thestaffroom.in/school/podar-international-school~sr13477
sr13490,CHILDREN WELFARE CENTRE ORCHIDS THE INTERNATIONAL SCHOOL,CBSE,1,MAHARASHTRA,MUMBAI,400061,India,,,https://www.thestaffroom.in/school/children-welfare-centre-orchids-the-international-school~sr13490
sr14003,Geetanjali International School,Cambridge,1,KARNATAKA,BENGALURU RURAL,562129,India,,,https://www.thestaffroom.in/school/geetanjali-international-school~sr14003
sr14268,KANAKIA INTERNATIONAL SCHOOL,CBSE + Cambridge,2,MAHARASHTRA,THANE,401105,India,4558238,******00550,https://www.thestaffroom.in/school/kanakia-international-school~sr14268
sr14385,ST. PETERS HIGH SCHOOL,CBSE,1,TELANGANA,HYDERABAD,500011,India,5413661,******90538,https://www.thestaffroom.in/school/st-peters-high-school~sr14385
sr14956,NATIONAL PUBLIC SCHOOL,CBSE,1,KARNATAKA,BENGALURU URBAN,560083,India,5518331,******01743,https://www.thestaffroom.in/school/national-public-school~sr14956
sr14994,L.R. INTERNATIONAL SCHOOL,CBSE,1,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,201009,India,2067220,******00911,https://www.thestaffroom.in/school/l-r-international-school~sr14994
sr15088,MODERN DELHI INTERNATIONAL SCHOOL,CBSE,1,HARYANA,FARIDABAD,121002,India,1523825,******04323,https://www.thestaffroom.in/school/modern-delhi-international-school~sr15088
sr15444,HANSRAJ MODEL SCHOOL,CBSE,1,DELHI,NORTH WEST DELHI,110086,India,1603744,******03507,https://www.thestaffroom.in/school/hansraj-model-school~sr15444
sr15447,UDAY PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,201009,India,1967836,******07304,https://www.thestaffroom.in/school/uday-public-school~sr15447
sr15677,THANGAM WORLD SCHOOL,CBSE,1,TAMILNADU,SALEM,636103,India,5118704,******01705,https://www.thestaffroom.in/school/thangam-world-school~sr15677
sr15797,DR KALMADI SHAMARAO HIGH SCHOOL,CBSE,1,MAHARASHTRA,PUNE,411045,India,4615008,******00224,https://www.thestaffroom.in/school/dr-kalmadi-shamarao-high-school~sr15797
sr15910,K.R.MANGALAM WORLD SCHOOL,CBSE,1,UTTAR PRADESH,GHAZIABAD,201010,India,2195164,******00231,https://www.thestaffroom.in/school/k-r-mangalam-world-school~sr15910
sr16124,NATIONAL PUBLIC SCHOOL,CBSE,1,KARNATAKA,BENGALURU URBAN,560090,India,5504348,******03007,https://www.thestaffroom.in/school/national-public-school~sr16124
sr16285,SEVEN SQUARE ACADEMY,CBSE,1,MAHARASHTRA,PALGHAR,401208,India,4576882,******06811,https://www.thestaffroom.in/school/seven-square-academy~sr16285
sr16456,NARAYANA E-TECHNO SCHOOL,CBSE,1,KARNATAKA,BENGALURU URBAN,560103,India,5521718,******01008,https://www.thestaffroom.in/school/narayana-e-techno-school~sr16456
sr16790,Venus International Public School,ICSE,1,Karnataka,BENGALURU,560010,India,5512593,******34410,https://www.thestaffroom.in/school/venus-international-public-school~sr16790
sr17153,SHREE RAM PUBLIC SCHOOL,CBSE,1,KARNATAKA,BENGALURU URBAN,560073,India,,,https://www.thestaffroom.in/school/shree-ram-public-school~sr17153
sr17400,ADAMAS WORLD SCHOOL,CBSE + Cambridge,2,WEST BENGAL,NORTH 24-PARGANA,700126,India,3482192,******05802,https://www.thestaffroom.in/school/adamas-world-school~sr17400
sr17511,SMT SANDRABEN SHROFF GNYAN DHAM SCHOOL,CBSE,1,GUJARAT,VALSAD,396195,India,4244082,******01102,https://www.thestaffroom.in/school/smt-sandraben-shroff-gnyan-dham-school~sr17511
sr17614,S.J.R. Kengeri Public School,ICSE,1,Karnataka,BENGALURU,560060,India,5520052,******36927,https://www.thestaffroom.in/school/s-j-r-kengeri-public-school~sr17614
sr18182,Sri B. M. Patil Public School,ICSE,1,Karnataka,Vijayapura,586109,India,5528394,******02259,https://www.thestaffroom.in/school/sri-b-m-patil-public-school~sr18182
sr19582,DELHI PUBLIC SECONDARY SCHOOL BARASAT,CBSE,1,WEST BENGAL,NORTH 24-PARGANA,700125,India,3499665,******14504,https://www.thestaffroom.in/school/delhi-public-secondary-school-barasat~sr19582
sr19807,GLOBAL INDIAN INTERNATIONAL SCHOOL,CBSE,1,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,201301,India,2024897,******10404,https://www.thestaffroom.in/school/global-indian-international-school~sr19807
sr19936,NEW HORIZON SCHOLARS SCHOOL,CBSE,1,MAHARASHTRA,THANE,400601,India,4613422,******01806,https://www.thestaffroom.in/school/new-horizon-scholars-school~sr19936
sr20019,Clarence Public School,ICSE,1,Karnataka,BENGALURU,560078,India,5519218,******41910,https://www.thestaffroom.in/school/clarence-public-school~sr20019
sr20458,K D MODEL SCHOOL,CBSE,1,DELHI,NORTH WEST DELHI,110039,India,,,https://www.thestaffroom.in/school/k-d-model-school~sr20458
sr20598,The Hyderabad Public School,ICSE + Cambridge,2,Telangana,Hyderabad,500016,India,5432177,******92240,https://www.thestaffroom.in/school/the-hyderabad-public-school~sr20598
sr20778,PALLAVI SCHOOL,CBSE + Cambridge,2,TELANGANA,RANGAREDDY,500075,India,5413032,******00716,https://www.thestaffroom.in/school/pallavi-school~sr20778
sr20814,THE VIJAY MILLENNIUM SCHOOL,CBSE,1,TAMILNADU,DHARMAPURI,636701,India,5110089,******01457,https://www.thestaffroom.in/school/the-vijay-millennium-school~sr20814
sr21194,LITTLE ANGLES HIGH SCHOOL,CBSE,1,MADHYA PRADESH,GWALIOR,474011,India,3944725,******16029,https://www.thestaffroom.in/school/little-angles-high-school~sr21194
sr21219,THE MILLENNIUM SCHOOL,CBSE,1,UTTAR PRADESH,LUCKNOW,226025,India,2122174,******01022,https://www.thestaffroom.in/school/the-millennium-school~sr21219
sr21302,NARAYANA E-TECHNO SCHOOL,CBSE,1,KARNATAKA,BENGALURU URBAN,560066,India,5525282,******13724,https://www.thestaffroom.in/school/narayana-e-techno-school~sr21302
sr21335,"EKYA SCHOOL,BTM LAYOUT",CBSE,1,KARNATAKA,BENGALURU URBAN,560076,India,5524847,******01323,https://www.thestaffroom.in/school/ekya-school-btm-layout~sr21335
sr21536,BILL MEMORIAL ROTARY ENGLISH MEDIUM SCHOOL MUDHOL,CBSE,1,KARNATAKA,BAGALKOTE,587313,India,5518515,******13804,https://www.thestaffroom.in/school/bill-memorial-rotary-english-medium-school-mudhol~sr21536
sr21657,HAPPY SCHOOL,CBSE,1,DELHI,NEW DELHI,110002,India,1602187,******15303,https://www.thestaffroom.in/school/happy-school~sr21657
sr22236,Presidency School,ICSE,1,Karnataka,BENGALURU,560032,India,5511267,******03004,https://www.thestaffroom.in/school/presidency-school~sr22236
sr22306,Seth Anandram Jaipuria School,ICSE + Cambridge,2,Uttar Pradesh,Kanpur Nagar,208004,India,2056385,******00928,https://www.thestaffroom.in/school/seth-anandram-jaipuria-school~sr22306
sr22755,ATHENIA HIGH SCHOOL,CBSE,1,UTTAR PRADESH,SAHARANPUR,247001,India,2182628,******10811,https://www.thestaffroom.in/school/athenia-high-school~sr22755
sr22985,NEW HORIZON GURUKUL,CBSE,1,KARNATAKA,BENGALURU URBAN,560087,India,5518261,******01015,https://www.thestaffroom.in/school/new-horizon-gurukul~sr22985
sr23148,BGS PUBLIC SCHOOL,CBSE,1,KARNATAKA,BENGALURU URBAN,560060,India,5522478,******10308,https://www.thestaffroom.in/school/bgs-public-school~sr23148
sr23395,SAINT PAULS PUBLIC SCHOOL,CBSE,1,KARNATAKA,BENGALURU URBAN,560045,India,5510445,******18128,https://www.thestaffroom.in/school/saint-pauls-public-school~sr23395
sr23527,THE SHRI RAM UNIVERSAL SCHOOL,CBSE,1,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,201306,India,2210291,******00813,https://www.thestaffroom.in/school/the-shri-ram-universal-school~sr23527
sr23555,THE INDIAN PUBLIC SCHOOL,CBSE,1,TAMILNADU,COIMBATORE,641107,India,5124404,******01705,https://www.thestaffroom.in/school/the-indian-public-school~sr23555
sr23770,DELHI PUBLIC SCHOOL,CBSE,1,GUJARAT,SURAT,390018,India,4243272,******29303,https://www.thestaffroom.in/school/delhi-public-school~sr23770
sr23793,ZION INTERNATIONAL PUBLIC SCHOOL,CBSE,1,TAMILNADU,KANCHIPURAM,600126,India,5105170,******00407,https://www.thestaffroom.in/school/zion-international-public-school~sr23793
sr23950,ORCHIDS THE INTERNATIONAL SCHOOL,CBSE,1,HARYANA,GURUGRAM,122003,India,,,https://www.thestaffroom.in/school/orchids-the-international-school~sr23950
sr24228,NARAYANA E-TECHNO SCHOOL,CBSE,1,MAHARASHTRA,LATUR,413515,India,,,https://www.thestaffroom.in/school/narayana-e-techno-school~sr24228
sr25170,SHRI K. G. DHOLAKIYA SCHOOL,CBSE,1,GUJARAT,RAJKOT,360004,India,4218710,******00542,https://www.thestaffroom.in/school/shri-k-g-dholakiya-school~sr25170
sr25240,"Pathways World School, Gurgaon",IB,1,HARYANA,GURUGRAM,122102,India,1501802,******02802,https://www.thestaffroom.in/school/pathways-world-school-gurgaon~sr25240
sr25927,NEO SCHOOL AIZZA,CBSE,1,TELANGANA,HYDERABAD,500024,India,5425293,******91642,https://www.thestaffroom.in/school/neo-school-aizza~sr25927
sr26251,PRESIDENCY SCHOOL,CBSE,1,KARNATAKA,BENGALURU URBAN,560076,India,,,https://www.thestaffroom.in/school/presidency-school~sr26251
sr26523,St. Claret School,ICSE,1,West Bengal,North 24 Parganas,700121,India,3434989,******01704,https://www.thestaffroom.in/school/st-claret-school~sr26523
sr26601,THE SAMHITA ACADEMY,CBSE,1,KARNATAKA,BENGALURU URBAN,560083,India,5518952,******21103,https://www.thestaffroom.in/school/the-samhita-academy~sr26601
sr26784,PODAR INTERNATIONAL SCHOOL,CBSE,1,MAHARASHTRA,PUNE,413801,India,4613476,******08926,https://www.thestaffroom.in/school/podar-international-school~sr26784
sr26928,Rockwell International School,Cambridge + IB,2,TELANGANA,RANGA REDDY,500075,India,5402646,******02105,https://www.thestaffroom.in/school/rockwell-international-school~sr26928
sr27074,ORCHIDS THE INTERNATIONAL SCHOOL,CBSE,1,KARNATAKA,BENGALURU URBAN,560074,India,5519390,******06819,https://www.thestaffroom.in/school/orchids-the-international-school~sr27074
sr27275,KIIT WORLD SCHOOL,CBSE,1,HARYANA,GURUGRAM,122102,India,1523729,******00804,https://www.thestaffroom.in/school/kiit-world-school~sr27275
sr27360,PM SHRI KENDRIYA VIDYALAYA,CBSE,1,DELHI,EAST DELHI,110092,India,1600101,******22503,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya~sr27360
sr27413,The International School Bangalore,Cambridge + IB,2,KARNATAKA,BENGALURU URBAN,562125,India,,,https://www.thestaffroom.in/school/the-international-school-bangalore~sr27413
sr27495,Gurukul,Cambridge,1,MAHARASHTRA,THANE,421306,India,,,https://www.thestaffroom.in/school/gurukul~sr27495
sr27535,CHOITHRAM SCHOOL,CBSE,1,MADHYA PRADESH,INDORE,452010,India,4022856,******06607,https://www.thestaffroom.in/school/choithram-school~sr27535
sr27593,HI-TECH WORLD SCHOOL,CBSE,1,UTTAR PRADESH,GHAZIABAD,201015,India,2198838,******02804,https://www.thestaffroom.in/school/hi-tech-world-school~sr27593
sr27799,Samarth International School,ICSE,1,Maharashtra,Palghar,401303,India,4615628,******00503,https://www.thestaffroom.in/school/samarth-international-school~sr27799
sr27809,Indus International Primary (Early Years) School,IB,1,TELANGANA,HYDERABAD,500033,India,,,https://www.thestaffroom.in/school/indus-international-primary-early-years-school~sr27809
sr28092,Rustomjee Cambridge International School,Cambridge,1,MAHARASHTRA,THANE,400601,India,4612001,******00915,https://www.thestaffroom.in/school/rustomjee-cambridge-international-school~sr28092
sr28453,L.P.SAVANI INTERNATIONAL SCHOOL,CBSE,1,GUJARAT,SURAT,394510,India,4242809,******01412,https://www.thestaffroom.in/school/l-p-savani-international-school~sr28453
sr29175,ASIA PACIFIC WORLD SCHOOL,CBSE + Cambridge,2,KARNATAKA,BENGALURU URBAN,560035,India,5520459,******01056,https://www.thestaffroom.in/school/asia-pacific-world-school~sr29175
sr30605,CHINMAYA VIDYALAYA,CBSE,1,TAMILNADU,CHENNAI,600040,India,5103196,******00720,https://www.thestaffroom.in/school/chinmaya-vidyalaya~sr30605
sr30879,DELHI WORLD PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,201306,India,2117282,******03004,https://www.thestaffroom.in/school/delhi-world-public-school~sr30879
sr31122,MOUNT LITERA ZEE SCHOOL,CBSE,1,PUNJAB,PATHANKOT,145001,India,1205671,******01507,https://www.thestaffroom.in/school/mount-litera-zee-school~sr31122
sr31386,"L.K INTERNATIONAL SCHOOL,",CBSE,1,UTTAR PRADESH,GHAZIABAD,201001,India,2186170,******02803,https://www.thestaffroom.in/school/l-k-international-school~sr31386
sr31538,"Arsha Vidya Mandir Senior Secondary School, Guindy",Cambridge,1,TAMIL NADU,CHENNAI,600032,India,5103840,******01211,https://www.thestaffroom.in/school/arsha-vidya-mandir-senior-secondary-school-guindy~sr31538
sr31657,MEERUT CITY PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,MEERUT,250002,India,1942947,******04105,https://www.thestaffroom.in/school/meerut-city-public-school~sr31657
sr31800,PRESIDIUM SCHOOL,CBSE,1,HARYANA,GURUGRAM,122017,India,,,https://www.thestaffroom.in/school/presidium-school~sr31800
sr31820,DELHI PUBLIC SCHOOL,CBSE,1,HARYANA,GURUGRAM,122006,India,1524008,******01705,https://www.thestaffroom.in/school/delhi-public-school~sr31820
sr31922,UDGAM SCHOOL FOR CHILDREN,CBSE + IB,2,GUJARAT,AHMEDABAD,380054,India,4234194,******09603,https://www.thestaffroom.in/school/udgam-school-for-children~sr31922
sr32043,THE GLOBAL EDGE SCHOOL,CBSE,1,TELANGANA,RANGAREDDY,500075,India,5444754,******01618,https://www.thestaffroom.in/school/the-global-edge-school~sr32043
sr32284,ATLANTIC INTERNATIONAL SCHOOL,CBSE,1,TAMILNADU,THANJAVUR,614802,India,5138413,******06002,https://www.thestaffroom.in/school/atlantic-international-school~sr32284
sr32377,THE MOTHER PUBLIC SCHOOL,CBSE,1,ODISHA,KHORDHA,752103,India,3766419,******00152,https://www.thestaffroom.in/school/the-mother-public-school~sr32377
sr33015,DELHI PUBLIC SCHOOL,CBSE,1,HARYANA,GURUGRAM,122002,India,1502007,******06421,https://www.thestaffroom.in/school/delhi-public-school~sr33015
sr33200,BRITISH INTERNATIONAL SCHOOL,CBSE,1,JAMMU & KASHMIR,JAMMU,180011,India,1019889,******10503,https://www.thestaffroom.in/school/british-international-school~sr33200
sr33205,The Doon School,ICSE + Cambridge,2,Uttarakhand,Dehradun,248003,India,136061551500001,,https://www.thestaffroom.in/school/the-doon-school~sr33205
sr33374,SUNRISE PUBLIC SCHOOL,CBSE,1,DELHI,SOUTH WEST DELHI,110071,India,1604242,******13410,https://www.thestaffroom.in/school/sunrise-public-school~sr33374
sr33445,INTERNATIONAL DELHI PUBLIC SCHOOL,CBSE,1,ANDHRA PRADESH,GUNTUR,522259,India,4683095,******00344,https://www.thestaffroom.in/school/international-delhi-public-school~sr33445
sr33469,RYAN INTERNATIONAL SCHOOL,CBSE,1,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,201301,India,2160340,******11803,https://www.thestaffroom.in/school/ryan-international-school~sr33469
sr33630,Johnson Grammar School,ICSE + IB,2,Telangana,Ranga Reddy,500076,India,5407450,******90220,https://www.thestaffroom.in/school/johnson-grammar-school~sr33630
sr33861,ADARSH VIDYA MANDIR,CBSE,1,HARYANA,BHIWANI,127021,India,1509175,******01812,https://www.thestaffroom.in/school/adarsh-vidya-mandir~sr33861
sr34323,"RAMSHETH THAKUR PUBLIC SCHOOL, ULWE",CBSE,1,MAHARASHTRA,RAIGAD,410206,India,409861942300001,,https://www.thestaffroom.in/school/ramsheth-thakur-public-school-ulwe~sr34323
sr34776,GREEN PARK INTERNATIONAL SCHOOL,CBSE,1,TAMILNADU,NAMAKKAL,637003,India,5119718,******00606,https://www.thestaffroom.in/school/green-park-international-school~sr34776
sr34846,JKG INTERNATIONAL SCHOOL,CBSE,1,UTTAR PRADESH,GHAZIABAD,201009,India,1990696,******01113,https://www.thestaffroom.in/school/jkg-international-school~sr34846
sr34945,SANSKAR THE CO EDUCATIONAL SCHOOL,CBSE,1,UTTAR PRADESH,GHAZIABAD,201001,India,2182729,******01910,https://www.thestaffroom.in/school/sanskar-the-co-educational-school~sr34945
sr35035,"GOVT. HIGHER SECONDARY SCHOOL, DADRA",CBSE,1,DADAR & NAGAR HAVELI,DADRA AND NAGAR HAVELI,396193,India,4400021,******00108,https://www.thestaffroom.in/school/govt-higher-secondary-school-dadra~sr35035
sr35046,INTERNATIONAL DELHI PUBLIC SCHOOL,CBSE,1,ANDHRA PRADESH,CHITTOOR,517325,India,4720903,******00484,https://www.thestaffroom.in/school/international-delhi-public-school~sr35046
sr35060,NEW DELHI CONVENT SCHOOL,CBSE,1,DELHI,SOUTH WEST DELHI,110045,India,1602846,******14203,https://www.thestaffroom.in/school/new-delhi-convent-school~sr35060
sr35181,SHANTINIKETAN VIDYALAYA,CBSE,1,TELANGANA,RANGAREDDY,500078,India,5410634,******01710,https://www.thestaffroom.in/school/shantiniketan-vidyalaya~sr35181
sr35457,NAVKIS EDUCATION CENTRE,CBSE,1,KARNATAKA,BENGALURU URBAN,560054,India,5503295,******03108,https://www.thestaffroom.in/school/navkis-education-centre~sr35457
sr35532,THE ORBIS SCHOOL,CBSE,1,MAHARASHTRA,PUNE,411036,India,,,https://www.thestaffroom.in/school/the-orbis-school~sr35532
sr36156,ST. EDMUND'S SCHOOL,CBSE,1,RAJASTHAN,JAIPUR,302017,India,1738680,******05306,https://www.thestaffroom.in/school/st-edmund-s-school~sr36156
sr36313,NEW HORIZON PUBLIC SCHOOL,CBSE,1,MAHARASHTRA,THANE,400708,India,4564858,******00905,https://www.thestaffroom.in/school/new-horizon-public-school~sr36313
sr36483,World One School,Cambridge,1,TELANGANA,HYDERABAD,500084,India,,,https://www.thestaffroom.in/school/world-one-school~sr36483
sr36488,DELHI PUBLIC SCHOOL PATIALA,CBSE,1,PUNJAB,PATIALA,147001,India,1209590,******08203,https://www.thestaffroom.in/school/delhi-public-school-patiala~sr36488
sr36524,Meru International School,Cambridge,1,TELANGANA,MEDCHAL MALKAJGIRI,500049,India,5444529,******01315,https://www.thestaffroom.in/school/meru-international-school~sr36524
sr36573,"DELHI PUBLIC SCHOOL,ELECTRONIC CITY,BENGALURU",CBSE,1,KARNATAKA,BENGALURU URBAN,560068,India,5520907,******02416,https://www.thestaffroom.in/school/delhi-public-school-electronic-city-bengaluru~sr36573
sr36626,The Green Acres Academy,ICSE,1,Maharashtra,Mumbai Suburban,400080,India,,,https://www.thestaffroom.in/school/the-green-acres-academy~sr36626
sr36921,St. Peter's College,ICSE,1,Uttar Pradesh,Agra,282003,India,29271229800001,,https://www.thestaffroom.in/school/st-peter-s-college~sr36921
sr37094,INDRAPRASTHA WORLD SCHOOL,CBSE,1,DELHI,WEST DELHI,110063,India,1605327,******05812,https://www.thestaffroom.in/school/indraprastha-world-school~sr37094
sr37272,HOLY INTERNATIONAL SCHOOL,CBSE,1,DELHI,WEST DELHI,110059,India,1603947,******12607,https://www.thestaffroom.in/school/holy-international-school~sr37272
sr37492,THE SOMAIYA SCHOOL,CBSE,1,MAHARASHTRA,MUMBAI,400077,India,4597486,******00489,https://www.thestaffroom.in/school/the-somaiya-school~sr37492
sr37705,K R MANGALAM WORLD SCHOOL,CBSE,1,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,201310,India,2215682,******03970,https://www.thestaffroom.in/school/k-r-mangalam-world-school~sr37705
sr37935,SHARADA VIDYALAYA,CBSE,1,KARNATAKA,DAKSHINA KANNADA,575003,India,5507377,******03012,https://www.thestaffroom.in/school/sharada-vidyalaya~sr37935
sr38232,TVS ACADEMY,CBSE,1,TAMILNADU,DHARMAPURI,635109,India,5155556,******10703,https://www.thestaffroom.in/school/tvs-academy~sr38232
sr38342,THE HOME SCHOOL,CBSE,1,KARNATAKA,BENGALURU URBAN,560109,India,5519223,******29812,https://www.thestaffroom.in/school/the-home-school~sr38342
sr38721,SRI NALANDA GLOBAL ACADEMY,CBSE,1,KARNATAKA,BENGALURU URBAN,560100,India,5582723,******01774,https://www.thestaffroom.in/school/sri-nalanda-global-academy~sr38721
sr39110,ADANI PUBLIC SCHOOL,CBSE,1,GUJARAT,KACHCHH,370655,India,4254551,******15801,https://www.thestaffroom.in/school/adani-public-school~sr39110
sr39167,BHARATIYA VIDYA BHAVAN,CBSE,1,MAHARASHTRA,WARDHA,442301,India,4516859,******00168,https://www.thestaffroom.in/school/bharatiya-vidya-bhavan~sr39167
sr39276,ST. JOSEPH SCHOOL,CBSE,1,MADHYA PRADESH,GWALIOR,474006,India,4035297,******20502,https://www.thestaffroom.in/school/st-joseph-school~sr39276
sr39365,J P ACADEMY,CBSE,1,UTTAR PRADESH,MEERUT,250001,India,,,https://www.thestaffroom.in/school/j-p-academy~sr39365
sr39382,THE JAIN INTERNATIONAL SCHOOL,CBSE,1,KARNATAKA,KOLAR,563131,India,5516631,******33474,https://www.thestaffroom.in/school/the-jain-international-school~sr39382
sr39965,The Shri Ram School,ICSE + Cambridge + IB,3,Haryana,GURUGRAM,122002,India,1522201,******05604,https://www.thestaffroom.in/school/the-shri-ram-school~sr39965
sr40117,MANAV RACHNA INTERNATIONAL SCHOOL,CBSE,1,HARYANA,GURUGRAM,122001,India,,,https://www.thestaffroom.in/school/manav-rachna-international-school~sr40117
sr40132,St. Thomas' English Medium School,ICSE,1,Uttar Pradesh,Meerut,250001,India,2109212,******04811,https://www.thestaffroom.in/school/st-thomas-english-medium-school~sr40132
sr40179,NARAYANA E TECHNO SCHOOL,CBSE,1,UTTAR PRADESH,AGRA,282001,India,,,https://www.thestaffroom.in/school/narayana-e-techno-school~sr40179
sr40218,OPG WORLD SCHOOL,CBSE,1,DELHI,SOUTH WEST DELHI,110075,India,1603518,******13644,https://www.thestaffroom.in/school/opg-world-school~sr40218
sr40531,Daffodils English School,ICSE,1,Karnataka,BENGALURU,560094,India,5503427,******01294,https://www.thestaffroom.in/school/daffodils-english-school~sr40531
sr40614,A.V.N. GLOBAL SCHOOL,CBSE,1,HARYANA,ROHTAK,124001,India,,,https://www.thestaffroom.in/school/a-v-n-global-school~sr40614
sr40781,The Shriram Millennium School,Cambridge + IB,2,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,201301,India,,,https://www.thestaffroom.in/school/the-shriram-millennium-school~sr40781
sr41058,SANGANABASAVA SHISHUNIKETAN SCHOOL,CBSE,1,KARNATAKA,VIJAYAPURA,586103,India,5519356,******01239,https://www.thestaffroom.in/school/sanganabasava-shishuniketan-school~sr41058
sr41217,Kenneth George English School,ICSE,1,Karnataka,BENGALURU,560032,India,5525438,******00577,https://www.thestaffroom.in/school/kenneth-george-english-school~sr41217
sr41787,"Chatrabhuj Narsee School, Amanora Park Town",Cambridge + IB,2,MAHARASHTRA,PUNE,411028,India,4615844,******10811,https://www.thestaffroom.in/school/chatrabhuj-narsee-school-amanora-park-town~sr41787
sr41870,C R SAINI PUBLIC SCHOOL,CBSE,1,DELHI,WEST DELHI,110041,India,1602427,******04304,https://www.thestaffroom.in/school/c-r-saini-public-school~sr41870
sr42155,DELHI PUBLIC SCHOOL,CBSE,1,WEST BENGAL,KOLKATA,700107,India,3401321,******11015,https://www.thestaffroom.in/school/delhi-public-school~sr42155
sr42410,ALLENHOUSE PUBLIC SCHOOL,CBSE,1,UTTAR PRADESH,LUCKNOW,226029,India,2191451,******00525,https://www.thestaffroom.in/school/allenhouse-public-school~sr42410
sr42730,MATA GUJRI PUBLIC SCHOOL,CBSE,1,PUNJAB,GURDASPUR,143520,India,1202543,******14002,https://www.thestaffroom.in/school/mata-gujri-public-school~sr42730
sr42775,Embassy Public School,ICSE,1,Karnataka,BENGALURU,560091,India,5509091,******04604,https://www.thestaffroom.in/school/embassy-public-school~sr42775
sr42918,PM SHRI KENDRIYA VIDYALAYA JAMALPUR,CBSE,1,BIHAR,MUNGER,811214,India,2415981,******03608,https://www.thestaffroom.in/school/pm-shri-kendriya-vidyalaya-jamalpur~sr42918
sr43148,St. Mary's Convent School,ICSE,1,Uttar Pradesh,Ghaziabad,201002,India,2195247,******05803,https://www.thestaffroom.in/school/st-mary-s-convent-school~sr43148
sr43161,VEDAM,CBSE,1,KARNATAKA,BENGALURU URBAN,560043,India,5582903,******00057,https://www.thestaffroom.in/school/vedam~sr43161
sr43238,INDRAPRASTHA GLOBAL SCHOOL,CBSE,1,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,201305,India,2132388,******07514,https://www.thestaffroom.in/school/indraprastha-global-school~sr43238
